GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC35,HC02_VC35,HC03_VC35,HC04_VC35,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC41,HC02_VC41,HC03_VC41,HC04_VC41,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC04_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC04_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC04_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC04_VC102,HC01_VC103,HC02_VC103,HC03_VC103,HC04_VC103,HC01_VC104,HC02_VC104,HC03_VC104,HC04_VC104
0500000US48307,48307,"McCulloch County, Texas",8145,*****,8145,(X),3974,144,48.8,1.8,6210,64,6210,(X),96.0,2.3,(X),(X),1736,79,1736,(X),86.7,7.3,(X),(X),7740,153,95.0,1.9,8145,*****,8145,(X),2571,*****,31.6,*****,2232,226,27.4,2.8,5574,*****,68.4,*****,5067,276,62.2,3.4,161,88,2.0,1.1,1,2,0.0,0.1,0,19,0.0,0.5,0,19,0.0,0.5,202,276,2.5,3.4
0500000US48309,48309,"McLennan County, Texas",245720,*****,245720,(X),125826,155,51.2,0.1,184712,120,184712,(X),92.2,0.2,(X),(X),33503,80,33503,(X),76.5,0.4,(X),(X),239926,906,97.6,0.4,245720,*****,245720,(X),63010,*****,25.6,*****,56651,886,23.1,0.4,182710,*****,74.4,*****,139446,168,56.7,0.1,34865,516,14.2,0.2,465,158,0.2,0.1,3713,278,1.5,0.1,32,34,0.0,0.1,269,188,0.1,0.1
0500000US48311,48311,"McMullen County, Texas",600,182,600,(X),279,97,46.5,7.3,430,134,430,(X),115.0,41.3,(X),(X),159,72,159,(X),80.7,47.5,(X),(X),600,182,100.0,6.4,600,182,600,(X),303,140,50.5,16.6,303,140,50.5,16.6,297,132,49.5,16.6,292,130,48.7,16.4,0,13,0.0,6.4,5,11,0.8,1.7,0,13,0.0,6.4,0,13,0.0,6.4,0,13,0.0,6.4
0500000US48313,48313,"Madison County, Texas",13979,*****,13979,(X),5330,164,38.1,1.2,11202,78,11202,(X),174.4,5.5,(X),(X),2101,58,2101,(X),89.6,5.3,(X),(X),13379,159,95.7,1.1,13979,*****,13979,(X),3134,*****,22.4,*****,2675,159,19.1,1.1,10845,*****,77.6,*****,7794,21,55.8,0.3,2428,183,17.4,1.3,17,25,0.1,0.2,159,161,1.1,1.2,22,30,0.2,0.2,0,21,0.0,0.3
0500000US48315,48315,"Marion County, Texas",10140,*****,10140,(X),5115,109,50.4,1.1,8242,21,8242,(X),93.9,1.5,(X),(X),2487,31,2487,(X),94.1,2.2,(X),(X),10034,83,99.0,0.8,10140,*****,10140,(X),394,*****,3.9,*****,332,35,3.3,0.3,9746,*****,96.1,*****,7187,21,70.9,0.4,2402,85,23.7,0.8,34,22,0.3,0.2,0,21,0.0,0.4,17,25,0.2,0.2,0,21,0.0,0.4
0500000US48317,48317,"Martin County, Texas",5547,*****,5547,(X),2691,107,48.5,1.9,3825,65,3825,(X),106.8,6.9,(X),(X),673,76,673,(X),107.1,12.0,(X),(X),5519,38,99.5,0.7,5547,*****,5547,(X),2500,174,45.1,3.1,2435,183,43.9,3.3,3047,174,54.9,3.1,2977,179,53.7,3.2,36,36,0.6,0.6,26,29,0.5,0.5,0,19,0.0,0.7,5,7,0.1,0.1,0,19,0.0,0.7
0500000US48319,48319,"Mason County, Texas",4122,*****,4122,(X),1922,127,46.6,3.1,3265,159,3265,(X),111.1,13.5,(X),(X),1068,151,1068,(X),92.8,17.4,(X),(X),3870,126,93.9,3.1,4122,*****,4122,(X),1001,182,24.3,4.4,938,196,22.8,4.8,3121,182,75.7,4.4,2962,181,71.9,4.4,1,2,0.0,0.1,12,19,0.3,0.5,103,56,2.5,1.4,0,13,0.0,1.0,0,13,0.0,1.0
0500000US48321,48321,"Matagorda County, Texas",36744,*****,36744,(X),18495,156,50.3,0.4,27196,69,27196,(X),98.4,0.8,(X),(X),5766,39,5766,(X),89.0,0.6,(X),(X),35635,548,97.0,1.5,36744,*****,36744,(X),15230,*****,41.4,*****,13990,532,38.1,1.4,21514,*****,58.6,*****,16503,6,44.9,0.1,3741,333,10.2,0.9,160,71,0.4,0.2,731,16,2.0,0.1,42,47,0.1,0.1,0,28,0.0,0.1
0500000US48323,48323,"Maverick County, Texas",57471,*****,57471,(X),28949,94,50.4,0.2,39062,*****,39062,(X),96.6,0.4,(X),(X),6426,65,6426,(X),76.4,1.6,(X),(X),57183,175,99.5,0.3,57471,*****,57471,(X),54767,*****,95.3,*****,53782,288,93.6,0.5,2704,*****,4.7,*****,1521,84,2.6,0.1,129,123,0.2,0.2,666,233,1.2,0.4,253,243,0.4,0.4,32,40,0.1,0.1,64,84,0.1,0.1
0500000US48325,48325,"Medina County, Texas",48548,*****,48548,(X),23475,166,48.4,0.3,37114,104,37114,(X),107.9,1.6,(X),(X),7702,119,7702,(X),88.4,3.0,(X),(X),47539,389,97.9,0.8,48548,*****,48548,(X),24884,*****,51.3,*****,22310,718,46.0,1.5,23664,*****,48.7,*****,21624,82,44.5,0.2,1140,125,2.3,0.3,163,94,0.3,0.2,303,103,0.6,0.2,8,14,0.0,0.1,0,28,0.0,0.1
0500000US48327,48327,"Menard County, Texas",2123,*****,2123,(X),964,85,45.4,4.0,1743,90,1743,(X),114.4,17.6,(X),(X),578,120,578,(X),103.5,27.4,(X),(X),1913,110,90.1,5.2,2123,*****,2123,(X),792,140,37.3,6.6,773,140,36.4,6.6,1331,140,62.7,6.6,1252,141,59.0,6.7,13,17,0.6,0.8,12,14,0.6,0.7,0,13,0.0,1.9,0,13,0.0,1.9,0,13,0.0,1.9
0500000US48329,48329,"Midland County, Texas",159883,*****,159883,(X),79545,261,49.8,0.2,115230,92,115230,(X),99.0,0.4,(X),(X),16386,76,16386,(X),76.7,0.4,(X),(X),156393,684,97.8,0.4,159883,*****,159883,(X),69124,*****,43.2,*****,64731,823,40.5,0.5,90759,*****,56.8,*****,75630,181,47.3,0.1,9374,464,5.9,0.3,608,194,0.4,0.1,2913,196,1.8,0.1,74,47,0.0,0.1,146,179,0.1,0.1
0500000US48331,48331,"Milam County, Texas",24479,*****,24479,(X),12285,138,50.2,0.6,18363,50,18363,(X),93.3,0.8,(X),(X),4792,59,4792,(X),88.1,2.3,(X),(X),23800,257,97.2,1.1,24479,*****,24479,(X),6306,*****,25.8,*****,5767,239,23.6,1.0,18173,*****,74.2,*****,15408,12,62.9,0.1,2063,248,8.4,1.0,34,22,0.1,0.1,122,45,0.5,0.2,0,25,0.0,0.2,10,12,0.0,0.1
0500000US48333,48333,"Mills County, Texas",4887,*****,4887,(X),2612,115,53.4,2.4,3771,152,3771,(X),83.8,8.6,(X),(X),1344,146,1344,(X),88.5,12.5,(X),(X),4872,16,99.7,0.3,4887,*****,4887,(X),892,182,18.3,3.7,827,182,16.9,3.7,3995,182,81.7,3.7,3971,181,81.3,3.7,11,17,0.2,0.3,0,13,0.0,0.8,3,3,0.1,0.1,0,13,0.0,0.8,0,13,0.0,0.8
0500000US48335,48335,"Mitchell County, Texas",8774,*****,8774,(X),3357,136,38.3,1.6,7098,34,7098,(X),178.7,7.7,(X),(X),1265,110,1265,(X),92.8,15.5,(X),(X),8561,90,97.6,1.0,8774,*****,8774,(X),3446,*****,39.3,*****,3270,83,37.3,0.9,5328,*****,60.7,*****,4270,19,48.7,0.5,902,47,10.3,0.5,30,24,0.3,0.3,33,38,0.4,0.4,0,19,0.0,0.5,0,19,0.0,0.5
0500000US48337,48337,"Montague County, Texas",19406,*****,19406,(X),9894,84,51.0,0.4,14960,*****,14960,(X),96.0,1.9,(X),(X),4288,92,4288,(X),88.4,5.3,(X),(X),18845,107,97.1,0.6,19406,*****,19406,(X),2072,*****,10.7,*****,2035,36,10.5,0.2,17334,*****,89.3,*****,16748,21,86.3,0.2,41,37,0.2,0.2,50,37,0.3,0.2,19,31,0.1,0.2,0,21,0.0,0.2,0,21,0.0,0.2
0500000US48339,48339,"Montgomery County, Texas",535187,*****,535187,(X),270153,132,50.5,0.1,392548,25,392548,(X),96.0,0.1,(X),(X),65963,142,65963,(X),82.4,0.4,(X),(X),522655,1257,97.7,0.2,535187,*****,535187,(X),122934,*****,23.0,*****,93963,2683,17.6,0.5,412253,*****,77.0,*****,363190,387,67.9,0.1,23915,625,4.5,0.1,746,250,0.1,0.1,14823,471,2.8,0.1,462,77,0.1,0.1,673,328,0.1,0.1
0500000US48341,48341,"Moore County, Texas",22016,*****,22016,(X),10550,222,47.9,1.0,15040,92,15040,(X),109.1,2.4,(X),(X),2161,4,2161,(X),87.7,0.4,(X),(X),21476,256,97.5,1.2,22016,*****,22016,(X),11920,*****,54.1,*****,11162,440,50.7,2.0,10096,*****,45.9,*****,7410,25,33.7,0.2,700,16,3.2,0.1,59,56,0.3,0.3,1735,76,7.9,0.3,0,25,0.0,0.2,0,25,0.0,0.2
0500000US48343,48343,"Morris County, Texas",12530,*****,12530,(X),6508,98,51.9,0.8,9646,31,9646,(X),88.1,1.1,(X),(X),2612,44,2612,(X),80.9,2.2,(X),(X),12202,130,97.4,1.0,12530,*****,12530,(X),1148,*****,9.2,*****,945,125,7.5,1.0,11382,*****,90.8,*****,8159,21,65.1,0.3,2953,84,23.6,0.7,46,51,0.4,0.4,13,15,0.1,0.1,8,14,0.1,0.1,0,21,0.0,0.3
0500000US48345,48345,"Motley County, Texas",1114,108,1114,(X),539,66,48.4,3.4,846,81,846,(X),115.3,17.6,(X),(X),321,55,321,(X),92.2,17.3,(X),(X),1084,110,97.3,2.9,1114,108,1114,(X),182,100,16.3,8.0,162,102,14.5,8.4,932,79,83.7,8.0,852,87,76.5,8.4,39,16,3.5,1.5,0,13,0.0,3.5,0,13,0.0,3.5,0,13,0.0,3.5,11,16,1.0,1.4
0500000US48347,48347,"Nacogdoches County, Texas",65411,*****,65411,(X),34114,128,52.2,0.2,50062,45,50062,(X),88.0,0.5,(X),(X),8628,110,8628,(X),78.6,1.5,(X),(X),64004,329,97.8,0.5,65411,*****,65411,(X),12372,*****,18.9,*****,10925,512,16.7,0.8,53039,*****,81.1,*****,39199,45,59.9,0.1,11221,298,17.2,0.5,172,74,0.3,0.1,1072,44,1.6,0.1,0,31,0.0,0.1,17,22,0.0,0.1
0500000US48349,48349,"Navarro County, Texas",48239,*****,48239,(X),24513,122,50.8,0.3,35544,*****,35544,(X),93.2,0.9,(X),(X),7922,42,7922,(X),81.2,1.6,(X),(X),47248,289,97.9,0.6,48239,*****,48239,(X),12647,*****,26.2,*****,11881,399,24.6,0.8,35592,*****,73.8,*****,27631,20,57.3,0.1,6323,156,13.1,0.3,153,69,0.3,0.1,302,62,0.6,0.1,498,44,1.0,0.1,25,31,0.1,0.1
0500000US48351,48351,"Newton County, Texas",14187,*****,14187,(X),6751,141,47.6,1.0,11238,20,11238,(X),111.9,2.1,(X),(X),2705,48,2705,(X),88.4,3.2,(X),(X),13996,56,98.7,0.4,14187,*****,14187,(X),490,*****,3.5,*****,473,21,3.3,0.1,13697,*****,96.5,*****,10442,21,73.6,0.3,3024,49,21.3,0.3,28,35,0.2,0.2,12,26,0.1,0.2,0,21,0.0,0.3,0,21,0.0,0.3
0500000US48353,48353,"Nolan County, Texas",14990,*****,14990,(X),7361,70,49.1,0.5,11217,79,11217,(X),97.0,2.5,(X),(X),2630,47,2630,(X),81.1,1.8,(X),(X),14732,148,98.3,1.0,14990,*****,14990,(X),5456,*****,36.4,*****,5284,86,35.3,0.6,9534,*****,63.6,*****,8548,21,57.0,0.3,733,145,4.9,1.0,59,17,0.4,0.1,42,48,0.3,0.3,0,21,0.0,0.3,0,21,0.0,0.3
0500000US48355,48355,"Nueces County, Texas",358484,*****,358484,(X),181648,148,50.7,0.1,268364,108,268364,(X),95.1,0.1,(X),(X),47851,82,47851,(X),78.8,0.3,(X),(X),352375,746,98.3,0.2,358484,*****,358484,(X),225811,*****,63.0,*****,209355,1453,58.4,0.4,132673,*****,37.0,*****,108703,119,30.3,0.1,12915,273,3.6,0.1,806,181,0.2,0.1,6823,254,1.9,0.1,220,63,0.1,0.1,229,133,0.1,0.1
0500000US48357,48357,"Ochiltree County, Texas",10484,*****,10484,(X),5131,98,48.9,0.9,7170,34,7170,(X),103.5,3.3,(X),(X),1054,49,1054,(X),82.0,6.7,(X),(X),10131,155,96.6,1.5,10484,*****,10484,(X),5553,*****,53.0,*****,5183,178,49.4,1.7,4931,*****,47.0,*****,4662,21,44.5,0.4,18,28,0.2,0.3,69,59,0.7,0.6,20,26,0.2,0.2,0,21,0.0,0.4,0,21,0.0,0.4
0500000US48359,48359,"Oldham County, Texas",2083,*****,2083,(X),875,180,42.0,8.6,1303,185,1303,(X),108.1,17.3,(X),(X),287,80,287,(X),99.3,20.3,(X),(X),2018,45,96.9,2.1,2083,*****,2083,(X),322,81,15.5,3.9,255,71,12.2,3.4,1761,82,84.5,3.9,1579,130,75.8,6.3,117,116,5.6,5.6,1,5,0.0,0.2,2,6,0.1,0.3,0,13,0.0,1.9,0,13,0.0,1.9
0500000US48361,48361,"Orange County, Texas",83909,*****,83909,(X),42404,139,50.5,0.2,63089,*****,63089,(X),95.4,0.5,(X),(X),12566,93,12566,(X),78.8,1.3,(X),(X),82273,283,98.1,0.3,83909,*****,83909,(X),5946,*****,7.1,*****,4752,376,5.7,0.4,77963,*****,92.9,*****,68273,86,81.4,0.1,6928,246,8.3,0.3,240,99,0.3,0.1,946,94,1.1,0.1,3,5,0.0,0.1,78,68,0.1,0.1
0500000US48363,48363,"Palo Pinto County, Texas",28109,*****,28109,(X),14205,90,50.5,0.3,21475,31,21475,(X),94.6,1.2,(X),(X),5260,68,5260,(X),85.8,2.1,(X),(X),27638,142,98.3,0.5,28109,*****,28109,(X),5539,*****,19.7,*****,5190,140,18.5,0.5,22570,*****,80.3,*****,21203,44,75.4,0.2,681,73,2.4,0.3,175,49,0.6,0.2,177,56,0.6,0.2,24,24,0.1,0.1,34,44,0.1,0.2
0500000US48365,48365,"Panola County, Texas",23574,*****,23574,(X),11939,115,50.6,0.5,17956,68,17956,(X),95.1,1.1,(X),(X),4072,42,4072,(X),83.8,1.8,(X),(X),23323,157,98.9,0.7,23574,*****,23574,(X),2017,*****,8.6,*****,1989,23,8.4,0.1,21557,*****,91.4,*****,17311,25,73.4,0.2,3844,136,16.3,0.6,12,22,0.1,0.1,150,67,0.6,0.3,10,16,0.0,0.1,0,25,0.0,0.2
0500000US48367,48367,"Parker County, Texas",125963,*****,125963,(X),63418,143,50.3,0.1,94831,*****,94831,(X),97.4,0.4,(X),(X),18674,105,18674,(X),90.2,1.2,(X),(X),123508,394,98.1,0.3,125963,*****,125963,(X),14461,*****,11.5,*****,13137,418,10.4,0.3,111502,*****,88.5,*****,106370,82,84.4,0.1,1642,244,1.3,0.2,622,223,0.5,0.2,613,131,0.5,0.1,52,58,0.0,0.1,132,91,0.1,0.1
0500000US48369,48369,"Parmer County, Texas",9871,*****,9871,(X),4806,49,48.7,0.5,6999,20,6999,(X),105.7,2.0,(X),(X),1294,20,1294,(X),86.5,0.7,(X),(X),9569,137,96.9,1.4,9871,*****,9871,(X),6161,*****,62.4,*****,5679,181,57.5,1.8,3710,*****,37.6,*****,3468,42,35.1,0.4,161,39,1.6,0.4,14,17,0.1,0.2,22,32,0.2,0.3,0,19,0.0,0.4,0,19,0.0,0.4
0500000US48371,48371,"Pecos County, Texas",15804,*****,15804,(X),6746,98,42.7,0.6,11984,52,11984,(X),146.3,2.7,(X),(X),1979,20,1979,(X),98.3,3.4,(X),(X),15708,52,99.4,0.3,15804,*****,15804,(X),10822,*****,68.5,*****,10379,239,65.7,1.5,4982,*****,31.5,*****,4094,24,25.9,0.2,654,63,4.1,0.4,87,18,0.6,0.1,66,57,0.4,0.4,9,16,0.1,0.1,20,24,0.1,0.2
0500000US48373,48373,"Polk County, Texas",46974,*****,46974,(X),21686,113,46.2,0.2,37284,39,37284,(X),119.2,0.3,(X),(X),8817,27,8817,(X),98.0,0.6,(X),(X),46005,240,97.9,0.5,46974,*****,46974,(X),6946,*****,14.8,*****,5930,236,12.6,0.5,40028,*****,85.2,*****,33325,63,70.9,0.1,4895,149,10.4,0.3,694,108,1.5,0.2,289,90,0.6,0.2,61,56,0.1,0.1,42,63,0.1,0.1
0500000US48375,48375,"Potter County, Texas",121230,*****,121230,(X),58763,81,48.5,0.1,87729,25,87729,(X),107.2,0.1,(X),(X),14090,43,14090,(X),77.2,0.5,(X),(X),116770,573,96.3,0.5,121230,*****,121230,(X),45560,*****,37.6,*****,42009,741,34.7,0.6,75670,*****,62.4,*****,54757,79,45.2,0.1,11301,392,9.3,0.3,328,93,0.3,0.1,6343,210,5.2,0.2,85,15,0.1,0.1,89,71,0.1,0.1
0500000US48377,48377,"Presidio County, Texas",7191,*****,7191,(X),3633,119,50.5,1.7,5169,142,5169,(X),94.1,5.6,(X),(X),1573,152,1573,(X),83.5,8.7,(X),(X),7191,19,100.0,0.6,7191,*****,7191,(X),5854,131,81.4,1.8,5711,163,79.4,2.3,1337,131,18.6,1.8,979,124,13.6,1.7,0,19,0.0,0.6,0,19,0.0,0.6,358,48,5.0,0.7,0,19,0.0,0.6,0,19,0.0,0.6
0500000US48379,48379,"Rains County, Texas",11246,*****,11246,(X),5524,90,49.1,0.8,8882,105,8882,(X),99.9,3.0,(X),(X),2642,87,2642,(X),95.8,5.7,(X),(X),10905,105,97.0,0.9,11246,*****,11246,(X),973,*****,8.7,*****,940,46,8.4,0.4,10273,*****,91.3,*****,9653,16,85.8,0.1,172,91,1.5,0.8,109,40,1.0,0.4,9,11,0.1,0.1,0,21,0.0,0.4,0,21,0.0,0.4
0500000US48381,48381,"Randall County, Texas",130552,*****,130552,(X),66403,141,50.9,0.1,98918,*****,98918,(X),94.1,*****,(X),(X),18129,110,18129,(X),79.0,1.0,(X),(X),126729,663,97.1,0.5,130552,*****,130552,(X),26314,*****,20.2,*****,22903,678,17.5,0.5,104238,*****,79.8,*****,95851,90,73.4,0.1,3596,278,2.8,0.2,517,116,0.4,0.1,1906,270,1.5,0.2,103,79,0.1,0.1,90,73,0.1,0.1
0500000US48383,48383,"Reagan County, Texas",3735,*****,3735,(X),1749,78,46.8,2.1,2666,87,2666,(X),111.9,7.8,(X),(X),413,83,413,(X),103.4,25.2,(X),(X),3705,26,99.2,0.7,3735,*****,3735,(X),2620,142,70.1,3.8,2473,208,66.2,5.6,1115,142,29.9,3.8,1078,135,28.9,3.6,27,24,0.7,0.6,0,13,0.0,1.1,0,13,0.0,1.1,0,13,0.0,1.1,0,13,0.0,1.1
0500000US48385,48385,"Real County, Texas",3358,*****,3358,(X),1805,146,53.8,4.3,2688,124,2688,(X),88.6,17.7,(X),(X),1145,138,1145,(X),93.7,23.1,(X),(X),3357,2,100.0,0.1,3358,*****,3358,(X),664,177,19.8,5.3,647,183,19.3,5.4,2694,177,80.2,5.3,2685,177,80.0,5.3,7,6,0.2,0.2,0,13,0.0,1.2,1,3,0.0,0.1,0,13,0.0,1.2,0,13,0.0,1.2
0500000US48387,48387,"Red River County, Texas",12353,*****,12353,(X),6550,106,53.0,0.9,9887,25,9887,(X),89.2,2.9,(X),(X),2874,37,2874,(X),82.8,2.0,(X),(X),12113,48,98.1,0.4,12353,*****,12353,(X),897,*****,7.3,*****,872,26,7.1,0.2,11456,*****,92.7,*****,9035,21,73.1,0.3,2176,33,17.6,0.3,27,24,0.2,0.2,1,3,0.0,0.1,0,21,0.0,0.3,0,21,0.0,0.3
0500000US48389,48389,"Reeves County, Texas",14791,*****,14791,(X),5853,149,39.6,1.0,11453,114,11453,(X),170.1,7.3,(X),(X),1896,118,1896,(X),88.1,7.6,(X),(X),14591,113,98.6,0.8,14791,*****,14791,(X),11096,*****,75.0,*****,10459,219,70.7,1.5,3695,*****,25.0,*****,2693,40,18.2,0.3,661,118,4.5,0.8,54,87,0.4,0.6,168,42,1.1,0.3,0,21,0.0,0.3,34,42,0.2,0.3
0500000US48391,48391,"Refugio County, Texas",7293,*****,7293,(X),3676,47,50.4,0.7,5567,*****,5567,(X),96.0,*****,(X),(X),1536,28,1536,(X),81.6,2.6,(X),(X),6810,163,93.4,2.2,7293,*****,7293,(X),3626,*****,49.7,*****,3379,94,46.3,1.3,3667,*****,50.3,*****,3084,19,42.3,0.5,363,69,5.0,0.9,8,11,0.1,0.1,5,7,0.1,0.1,0,19,0.0,0.5,0,19,0.0,0.5
0500000US48393,48393,"Roberts County, Texas",889,117,889,(X),485,75,54.6,4.3,625,70,625,(X),89.4,11.9,(X),(X),184,42,184,(X),95.7,20.8,(X),(X),875,114,98.4,1.6,889,117,889,(X),66,61,7.4,6.6,66,61,7.4,6.6,823,111,92.6,6.6,805,108,90.6,6.8,0,13,0.0,4.4,0,13,0.0,4.4,4,6,0.4,0.7,0,13,0.0,4.4,0,13,0.0,4.4
0500000US48395,48395,"Robertson County, Texas",16727,*****,16727,(X),8436,120,50.4,0.7,12682,39,12682,(X),94.3,1.0,(X),(X),3028,111,3028,(X),84.3,4.1,(X),(X),16449,90,98.3,0.5,16727,*****,16727,(X),3382,*****,20.2,*****,3234,90,19.3,0.5,13345,*****,79.8,*****,9682,13,57.9,0.1,3299,74,19.7,0.4,41,22,0.2,0.1,45,47,0.3,0.3,18,19,0.1,0.1,10,13,0.1,0.1
0500000US48397,48397,"Rockwall County, Texas",90414,*****,90414,(X),45951,141,50.8,0.2,65353,*****,65353,(X),94.3,0.3,(X),(X),10576,151,10576,(X),80.7,1.5,(X),(X),87748,569,97.1,0.6,90414,*****,90414,(X),15419,*****,17.1,*****,11883,712,13.1,0.8,74995,*****,82.9,*****,65357,52,72.3,0.1,5437,210,6.0,0.2,201,93,0.2,0.1,2195,229,2.4,0.3,0,31,0.0,0.1,41,52,0.0,0.1
0500000US48399,48399,"Runnels County, Texas",10266,*****,10266,(X),5216,66,50.8,0.6,7835,32,7835,(X),99.1,1.7,(X),(X),2094,45,2094,(X),81.8,3.8,(X),(X),10106,85,98.4,0.8,10266,*****,10266,(X),3474,*****,33.8,*****,3090,173,30.1,1.7,6792,*****,66.2,*****,6394,10,62.3,0.1,134,69,1.3,0.7,37,37,0.4,0.4,109,92,1.1,0.9,0,21,0.0,0.4,5,7,0.0,0.1
0500000US48401,48401,"Rusk County, Texas",53026,*****,53026,(X),25216,75,47.6,0.1,40717,*****,40717,(X),113.3,0.7,(X),(X),8412,136,8412,(X),83.5,2.8,(X),(X),52053,218,98.2,0.4,53026,*****,53026,(X),8559,*****,16.1,*****,7929,273,15.0,0.5,44467,*****,83.9,*****,34304,18,64.7,0.1,9029,137,17.0,0.3,101,60,0.2,0.1,243,47,0.5,0.1,0,31,0.0,0.1,30,44,0.1,0.1
0500000US48403,48403,"Sabine County, Texas",10429,*****,10429,(X),5197,153,49.8,1.5,8558,89,8558,(X),100.9,4.6,(X),(X),3119,39,3119,(X),99.9,2.5,(X),(X),10250,115,98.3,1.1,10429,*****,10429,(X),422,*****,4.0,*****,356,77,3.4,0.7,10007,*****,96.0,*****,8977,73,86.1,0.7,789,112,7.6,1.1,0,21,0.0,0.4,10,19,0.1,0.2,0,21,0.0,0.4,52,73,0.5,0.7
0500000US48405,48405,"San Augustine County, Texas",8403,*****,8403,(X),4249,142,50.6,1.7,6702,*****,6702,(X),95.7,2.3,(X),(X),2057,60,2057,(X),85.1,5.4,(X),(X),8241,103,98.1,1.2,8403,*****,8403,(X),584,*****,6.9,*****,473,116,5.6,1.4,7819,*****,93.1,*****,5783,19,68.8,0.5,1746,170,20.8,2.0,128,147,1.5,1.8,0,19,0.0,0.5,0,19,0.0,0.5,0,19,0.0,0.5
0500000US48407,48407,"San Jacinto County, Texas",27436,*****,27436,(X),13873,164,50.6,0.6,21351,*****,21351,(X),96.2,1.9,(X),(X),5582,97,5582,(X),93.3,4.0,(X),(X),27015,259,98.5,0.9,27436,*****,27436,(X),3433,*****,12.5,*****,3042,227,11.1,0.8,24003,*****,87.5,*****,20537,111,74.9,0.4,2932,281,10.7,1.0,131,191,0.5,0.7,2,4,0.0,0.1,0,25,0.0,0.1,0,25,0.0,0.1
0500000US48409,48409,"San Patricio County, Texas",66867,*****,66867,(X),33275,93,49.8,0.1,48591,42,48591,(X),98.5,0.6,(X),(X),9434,86,9434,(X),84.8,1.8,(X),(X),65229,353,97.6,0.5,66867,*****,66867,(X),38004,*****,56.8,*****,35579,581,53.2,0.9,28863,*****,43.2,*****,26351,20,39.4,0.1,992,156,1.5,0.2,115,85,0.2,0.1,669,61,1.0,0.1,14,14,0.0,0.1,10,15,0.0,0.1
0500000US48411,48411,"San Saba County, Texas",5851,*****,5851,(X),2902,80,49.6,1.4,4648,43,4648,(X),103.5,4.9,(X),(X),1284,58,1284,(X),82.4,5.5,(X),(X),5666,120,96.8,2.0,5851,*****,5851,(X),1739,*****,29.7,*****,1472,120,25.2,2.1,4112,*****,70.3,*****,3823,19,65.3,0.7,161,90,2.8,1.5,0,19,0.0,0.7,1,3,0.0,0.1,0,19,0.0,0.7,0,19,0.0,0.7
0500000US48413,48413,"Schleicher County, Texas",3122,*****,3122,(X),1550,39,49.6,1.3,2242,*****,2242,(X),101.4,*****,(X),(X),503,50,503,(X),86.3,12.1,(X),(X),3120,3,99.9,0.1,3122,*****,3122,(X),1618,*****,51.8,*****,1593,32,51.0,1.0,1504,*****,48.2,*****,1489,15,47.7,0.5,9,14,0.3,0.4,0,13,0.0,1.3,4,6,0.1,0.2,0,13,0.0,1.3,0,13,0.0,1.3
0500000US48415,48415,"Scurry County, Texas",17346,*****,17346,(X),7900,120,45.5,0.7,12986,88,12986,(X),119.6,3.1,(X),(X),2539,122,2539,(X),78.4,3.3,(X),(X),16916,167,97.5,1.0,17346,*****,17346,(X),6891,*****,39.7,*****,6391,188,36.8,1.1,10455,*****,60.3,*****,9306,62,53.6,0.4,784,139,4.5,0.8,21,24,0.1,0.1,38,33,0.2,0.2,0,21,0.0,0.2,30,51,0.2,0.3
0500000US48417,48417,"Shackelford County, Texas",3348,*****,3348,(X),1671,37,49.9,1.1,2540,18,2540,(X),88.7,3.4,(X),(X),606,3,606,(X),85.9,1.1,(X),(X),3273,18,97.8,0.5,3348,*****,3348,(X),391,*****,11.7,*****,369,21,11.0,0.6,2957,*****,88.3,*****,2867,13,85.6,1.2,6,5,0.2,0.1,10,14,0.3,0.4,6,10,0.2,0.3,0,13,0.0,1.2,0,13,0.0,1.2
0500000US48419,48419,"Shelby County, Texas",25689,*****,25689,(X),12949,123,50.4,0.5,18881,*****,18881,(X),96.1,*****,(X),(X),4228,75,4228,(X),83.9,3.0,(X),(X),25574,80,99.6,0.3,25689,*****,25689,(X),4580,*****,17.8,*****,4353,153,16.9,0.6,21109,*****,82.2,*****,15961,10,62.1,0.1,4837,254,18.8,1.0,40,58,0.2,0.2,140,230,0.5,0.9,21,33,0.1,0.1,7,10,0.0,0.1
