"Year","State","County ID","State / County Name","All Ages SAIPE Poverty Universe","All Ages in Poverty Count","All Ages in Poverty Count LB 90%","All Ages in Poverty Count UB 90%","90% Confidence Interval (All Ages in Poverty Count)","All Ages in Poverty Percent","All Ages in Poverty Percent LB 90%","All Ages in Poverty Percent UB 90%","90% Confidence Interval (All Ages in Poverty Percent)","Under Age 18 SAIPE Poverty Universe","Under Age 18 in Poverty Count","Under Age 18 in Poverty Count LB 90%","Under Age 18 in Poverty Count UB 90%","90% Confidence Interval (Under Age 18 in Poverty Count)","Under Age 18 in Poverty Percent","Under Age 18 in Poverty Percent LB 90%","Under Age 18 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 18 in Poverty Percent)","Ages 5 to 17 in Families SAIPE Poverty Universe","Ages 5 to 17 in Families in Poverty Count","Ages 5 to 17 in Families in Poverty Count LB 90%","Ages 5 to 17 in Families in Poverty Count UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count)","Ages 5 to 17 in Families in Poverty Percent","Ages 5 to 17 in Families in Poverty Percent LB 90%","Ages 5 to 17 in Families in Poverty Percent UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent)","Under Age 5 SAIPE Poverty Universe","Under Age 5 in Poverty Count","Under Age 5 in Poverty Count LB 90%","Under Age 5 in Poverty Count UB 90%","90% Confidence Interval (Under Age 5 in Poverty Count)","Under Age 5 in Poverty Percent","Under Age 5 in Poverty Percent LB 90%","Under Age 5 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 5 in Poverty Percent)","Median Household Income in Dollars","Median Household Income in Dollars LB 90%","Median Household Income in Dollars UB 90%","90% Confidence Interval (Median Household Income in Dollars)"
"2017","48","48213","Henderson County (TX)","79,529","13,666","11,078","16,254","11,078 to 16,254","17.2","13.9","20.5","13.9 to 20.5","17,079","4,479","3,453","5,505","3,453 to 5,505","26.2","20.2","32.2","20.2 to 32.2","12,556","3,026","2,244","3,808","2,244 to 3,808","24.1","17.9","30.3","17.9 to 30.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,500","$40,648","$48,352","$40,648 to $48,352"
"2017","48","48215","Hidalgo County (TX)","851,869","251,593","236,757","266,429","236,757 to 266,429","29.5","27.8","31.2","27.8 to 31.2","281,752","116,304","107,954","124,654","107,954 to 124,654","41.3","38.3","44.3","38.3 to 44.3","202,209","80,299","73,895","86,703","73,895 to 86,703","39.7","36.5","42.9","36.5 to 42.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,978","$35,611","$38,345","$35,611 to $38,345"
"2017","48","48217","Hill County (TX)","34,977","5,229","4,192","6,266","4,192 to 6,266","14.9","11.9","17.9","11.9 to 17.9","8,272","1,833","1,391","2,275","1,391 to 2,275","22.2","16.9","27.5","16.9 to 27.5","6,173","1,302","970","1,634","970 to 1,634","21.1","15.7","26.5","15.7 to 26.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,162","$42,766","$51,558","$42,766 to $51,558"
"2017","48","48219","Hockley County (TX)","22,163","3,584","2,776","4,392","2,776 to 4,392","16.2","12.6","19.8","12.6 to 19.8","5,892","1,372","1,027","1,717","1,027 to 1,717","23.3","17.4","29.2","17.4 to 29.2","4,397","995","735","1,255","735 to 1,255","22.6","16.7","28.5","16.7 to 28.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,449","$44,877","$52,021","$44,877 to $52,021"
"2017","48","48221","Hood County (TX)","57,458","6,074","4,819","7,329","4,819 to 7,329","10.6","8.4","12.8","8.4 to 12.8","12,215","2,096","1,579","2,613","1,579 to 2,613","17.2","13.0","21.4","13.0 to 21.4","8,831","1,490","1,092","1,888","1,092 to 1,888","16.9","12.4","21.4","12.4 to 21.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$64,687","$58,600","$70,774","$58,600 to $70,774"
"2017","48","48223","Hopkins County (TX)","36,007","4,950","3,844","6,056","3,844 to 6,056","13.7","10.6","16.8","10.6 to 16.8","8,995","1,898","1,411","2,385","1,411 to 2,385","21.1","15.7","26.5","15.7 to 26.5","6,663","1,315","959","1,671","959 to 1,671","19.7","14.4","25.0","14.4 to 25.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,925","$40,644","$49,206","$40,644 to $49,206"
"2017","48","48225","Houston County (TX)","20,304","4,533","3,545","5,521","3,545 to 5,521","22.3","17.4","27.2","17.4 to 27.2","4,523","1,438","1,081","1,795","1,081 to 1,795","31.8","23.9","39.7","23.9 to 39.7","3,294","984","717","1,251","717 to 1,251","29.9","21.8","38.0","21.8 to 38.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$37,723","$34,088","$41,358","$34,088 to $41,358"
"2017","48","48227","Howard County (TX)","29,914","5,409","4,248","6,570","4,248 to 6,570","18.1","14.2","22.0","14.2 to 22.0","7,638","1,763","1,313","2,213","1,313 to 2,213","23.1","17.2","29.0","17.2 to 29.0","5,349","1,221","877","1,565","877 to 1,565","22.8","16.4","29.2","16.4 to 29.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,899","$42,344","$51,454","$42,344 to $51,454"
"2017","48","48229","Hudspeth County (TX)","4,318","789","601","977","601 to 977","18.3","13.9","22.7","13.9 to 22.7","994","252","184","320","184 to 320","25.4","18.6","32.2","18.6 to 32.2","694","189","134","244","134 to 244","27.2","19.3","35.1","19.3 to 35.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,683","$35,201","$44,165","$35,201 to $44,165"
"2017","48","48231","Hunt County (TX)","91,066","15,389","13,362","17,416","13,362 to 17,416","16.9","14.7","19.1","14.7 to 19.1","22,059","5,004","4,063","5,945","4,063 to 5,945","22.7","18.4","27.0","18.4 to 27.0","16,145","3,638","2,934","4,342","2,934 to 4,342","22.5","18.1","26.9","18.1 to 26.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,421","$49,727","$57,115","$49,727 to $57,115"
"2017","48","48233","Hutchinson County (TX)","21,013","2,715","2,177","3,253","2,177 to 3,253","12.9","10.3","15.5","10.3 to 15.5","5,349","920","699","1,141","699 to 1,141","17.2","13.1","21.3","13.1 to 21.3","3,940","602","439","765","439 to 765","15.3","11.2","19.4","11.2 to 19.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,465","$48,370","$58,560","$48,370 to $58,560"
"2017","48","48235","Irion County (TX)","1,515","141","110","172","110 to 172","9.3","7.3","11.3","7.3 to 11.3","334","44","33","55","33 to 55","13.2","9.9","16.5","9.9 to 16.5","256","31","23","39","23 to 39","12.1","8.8","15.4","8.8 to 15.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$63,827","$56,560","$71,094","$56,560 to $71,094"
"2017","48","48237","Jack County (TX)","7,717","1,345","1,051","1,639","1,051 to 1,639","17.4","13.6","21.2","13.6 to 21.2","1,900","448","342","554","342 to 554","23.6","18.0","29.2","18.0 to 29.2","1,405","297","219","375","219 to 375","21.1","15.5","26.7","15.5 to 26.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,824","$42,733","$52,915","$42,733 to $52,915"
"2017","48","48239","Jackson County (TX)","14,512","2,316","1,871","2,761","1,871 to 2,761","16.0","12.9","19.1","12.9 to 19.1","3,706","750","572","928","572 to 928","20.2","15.4","25.0","15.4 to 25.0","2,686","529","397","661","397 to 661","19.7","14.8","24.6","14.8 to 24.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,350","$44,332","$54,368","$44,332 to $54,368"
"2017","48","48241","Jasper County (TX)","34,524","6,898","5,579","8,217","5,579 to 8,217","20.0","16.2","23.8","16.2 to 23.8","8,410","2,379","1,841","2,917","1,841 to 2,917","28.3","21.9","34.7","21.9 to 34.7","6,239","1,697","1,304","2,090","1,304 to 2,090","27.2","20.9","33.5","20.9 to 33.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,368","$38,782","$47,954","$38,782 to $47,954"
"2017","48","48243","Jeff Davis County (TX)","2,191","281","213","349","213 to 349","12.8","9.7","15.9","9.7 to 15.9","115","40","28","52","28 to 52","34.8","24.7","44.9","24.7 to 44.9","78","32","22","42","22 to 42","41.0","28.0","54.0","28.0 to 54.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,537","$35,863","$41,211","$35,863 to $41,211"
"2017","48","48245","Jefferson County (TX)","240,125","44,734","38,071","51,397","38,071 to 51,397","18.6","15.8","21.4","15.8 to 21.4","60,625","16,357","13,448","19,266","13,448 to 19,266","27.0","22.2","31.8","22.2 to 31.8","42,675","11,518","9,389","13,647","9,389 to 13,647","27.0","22.0","32.0","22.0 to 32.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,852","$45,477","$50,227","$45,477 to $50,227"
"2017","48","48247","Jim Hogg County (TX)","5,184","1,413","1,111","1,715","1,111 to 1,715","27.3","21.5","33.1","21.5 to 33.1","1,564","629","480","778","480 to 778","40.2","30.7","49.7","30.7 to 49.7","1,142","438","326","550","326 to 550","38.4","28.6","48.2","28.6 to 48.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$32,319","$28,690","$35,948","$28,690 to $35,948"
"2017","48","48249","Jim Wells County (TX)","40,452","9,579","7,654","11,504","7,654 to 11,504","23.7","18.9","28.5","18.9 to 28.5","11,433","4,151","3,240","5,062","3,240 to 5,062","36.3","28.3","44.3","28.3 to 44.3","8,207","2,995","2,307","3,683","2,307 to 3,683","36.5","28.1","44.9","28.1 to 44.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,681","$36,527","$44,835","$36,527 to $44,835"
"2017","48","48251","Johnson County (TX)","164,116","17,019","13,695","20,343","13,695 to 20,343","10.4","8.4","12.4","8.4 to 12.4","42,898","6,586","5,008","8,164","5,008 to 8,164","15.4","11.7","19.1","11.7 to 19.1","31,759","4,560","3,340","5,780","3,340 to 5,780","14.4","10.6","18.2","10.6 to 18.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$61,813","$57,835","$65,791","$57,835 to $65,791"
"2017","48","48253","Jones County (TX)","14,735","3,084","2,346","3,822","2,346 to 3,822","20.9","15.9","25.9","15.9 to 25.9","3,450","859","640","1,078","640 to 1,078","24.9","18.5","31.3","18.5 to 31.3","2,548","613","445","781","445 to 781","24.1","17.5","30.7","17.5 to 30.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,132","$39,896","$48,368","$39,896 to $48,368"
"2017","48","48255","Karnes County (TX)","12,191","2,700","2,078","3,322","2,078 to 3,322","22.1","17.0","27.2","17.0 to 27.2","3,135","810","601","1,019","601 to 1,019","25.8","19.1","32.5","19.1 to 32.5","2,264","553","399","707","399 to 707","24.4","17.6","31.2","17.6 to 31.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,708","$43,916","$53,500","$43,916 to $53,500"
"2017","48","48257","Kaufman County (TX)","121,185","11,316","9,318","13,314","9,318 to 13,314","9.3","7.7","10.9","7.7 to 10.9","33,483","4,286","3,285","5,287","3,285 to 5,287","12.8","9.8","15.8","9.8 to 15.8","24,588","3,037","2,215","3,859","2,215 to 3,859","12.4","9.1","15.7","9.1 to 15.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$65,942","$61,460","$70,424","$61,460 to $70,424"
"2017","48","48259","Kendall County (TX)","43,495","3,160","2,406","3,914","2,406 to 3,914","7.3","5.6","9.0","5.6 to 9.0","10,171","1,110","822","1,398","822 to 1,398","10.9","8.1","13.7","8.1 to 13.7","7,938","760","548","972","548 to 972","9.6","6.9","12.3","6.9 to 12.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$89,637","$80,032","$99,242","$80,032 to $99,242"
"2017","48","48261","Kenedy County (TX)","415","63","48","78","48 to 78","15.2","11.5","18.9","11.5 to 18.9","112","21","16","26","16 to 26","18.8","13.9","23.7","13.9 to 23.7","91","13","9","17","9 to 17","14.3","10.2","18.4","10.2 to 18.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,031","$33,724","$42,338","$33,724 to $42,338"
"2017","48","48263","Kent County (TX)","705","94","73","115","73 to 115","13.3","10.3","16.3","10.3 to 16.3","144","26","20","32","20 to 32","18.1","13.9","22.3","13.9 to 22.3","107","19","14","24","14 to 24","17.8","13.4","22.2","13.4 to 22.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$45,330","$40,331","$50,329","$40,331 to $50,329"
"2017","48","48265","Kerr County (TX)","49,757","6,597","5,082","8,112","5,082 to 8,112","13.3","10.3","16.3","10.3 to 16.3","9,744","2,290","1,710","2,870","1,710 to 2,870","23.5","17.6","29.4","17.6 to 29.4","7,034","1,499","1,072","1,926","1,072 to 1,926","21.3","15.2","27.4","15.2 to 27.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,748","$45,189","$54,307","$45,189 to $54,307"
"2017","48","48267","Kimble County (TX)","4,361","812","640","984","640 to 984","18.6","14.7","22.5","14.7 to 22.5","794","292","229","355","229 to 355","36.8","28.8","44.8","28.8 to 44.8","589","199","148","250","148 to 250","33.8","25.2","42.4","25.2 to 42.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,081","$36,752","$45,410","$36,752 to $45,410"
"2017","48","48269","King County (TX)","296","41","31","51","31 to 51","13.9","10.6","17.2","10.6 to 17.2","82","20","15","25","15 to 25","24.4","18.1","30.7","18.1 to 30.7","67","14","10","18","10 to 18","20.9","14.9","26.9","14.9 to 26.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$56,346","$50,561","$62,131","$50,561 to $62,131"
"2017","48","48271","Kinney County (TX)","3,405","684","520","848","520 to 848","20.1","15.3","24.9","15.3 to 24.9","727","194","144","244","144 to 244","26.7","19.9","33.5","19.9 to 33.5","547","137","99","175","99 to 175","25.0","18.1","31.9","18.1 to 31.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,650","$37,879","$47,421","$37,879 to $47,421"
"2017","48","48273","Kleberg County (TX)","29,471","7,504","6,169","8,839","6,169 to 8,839","25.5","21.0","30.0","21.0 to 30.0","7,535","2,569","2,023","3,115","2,023 to 3,115","34.1","26.9","41.3","26.9 to 41.3","5,298","1,735","1,327","2,143","1,327 to 2,143","32.7","25.0","40.4","25.0 to 40.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,257","$36,904","$45,610","$36,904 to $45,610"
"2017","48","48275","Knox County (TX)","3,602","743","568","918","568 to 918","20.6","15.7","25.5","15.7 to 25.5","985","324","241","407","241 to 407","32.9","24.4","41.4","24.4 to 41.4","729","220","158","282","158 to 282","30.2","21.7","38.7","21.7 to 38.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$37,749","$33,744","$41,754","$33,744 to $41,754"
"2017","48","48277","Lamar County (TX)","48,837","7,915","6,322","9,508","6,322 to 9,508","16.2","12.9","19.5","12.9 to 19.5","11,688","2,808","2,119","3,497","2,119 to 3,497","24.0","18.1","29.9","18.1 to 29.9","8,345","1,990","1,462","2,518","1,462 to 2,518","23.8","17.5","30.1","17.5 to 30.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,212","$44,510","$49,914","$44,510 to $49,914"
"2017","48","48279","Lamb County (TX)","13,005","2,601","2,024","3,178","2,024 to 3,178","20.0","15.6","24.4","15.6 to 24.4","3,671","1,086","816","1,356","816 to 1,356","29.6","22.2","37.0","22.2 to 37.0","2,731","728","530","926","530 to 926","26.7","19.4","34.0","19.4 to 34.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,099","$36,800","$45,398","$36,800 to $45,398"
"2017","48","48281","Lampasas County (TX)","20,759","2,742","2,108","3,376","2,108 to 3,376","13.2","10.1","16.3","10.1 to 16.3","4,715","975","723","1,227","723 to 1,227","20.7","15.3","26.1","15.3 to 26.1","3,534","667","479","855","479 to 855","18.9","13.6","24.2","13.6 to 24.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,759","$50,773","$60,745","$50,773 to $60,745"
"2017","48","48283","La Salle County (TX)","5,927","1,731","1,313","2,149","1,313 to 2,149","29.2","22.2","36.2","22.2 to 36.2","1,491","538","400","676","400 to 676","36.1","26.9","45.3","26.9 to 45.3","1,067","385","278","492","278 to 492","36.1","26.1","46.1","26.1 to 46.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,518","$37,245","$45,791","$37,245 to $45,791"
"2017","48","48285","Lavaca County (TX)","19,603","2,365","1,821","2,909","1,821 to 2,909","12.1","9.3","14.9","9.3 to 14.9","4,715","820","616","1,024","616 to 1,024","17.4","13.1","21.7","13.1 to 21.7","3,533","570","415","725","415 to 725","16.1","11.7","20.5","11.7 to 20.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,191","$46,461","$55,921","$46,461 to $55,921"
"2017","48","48287","Lee County (TX)","16,677","2,124","1,654","2,594","1,654 to 2,594","12.7","9.9","15.5","9.9 to 15.5","3,579","685","517","853","517 to 853","19.1","14.4","23.8","14.4 to 23.8","2,523","477","351","603","351 to 603","18.9","13.9","23.9","13.9 to 23.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,164","$48,822","$59,506","$48,822 to $59,506"
"2017","48","48289","Leon County (TX)","17,115","2,759","2,253","3,265","2,253 to 3,265","16.1","13.1","19.1","13.1 to 19.1","3,884","918","716","1,120","716 to 1,120","23.6","18.4","28.8","18.4 to 28.8","2,830","612","455","769","455 to 769","21.6","16.1","27.1","16.1 to 27.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,189","$38,779","$47,599","$38,779 to $47,599"
"2017","48","48291","Liberty County (TX)","78,390","12,132","9,566","14,698","9,566 to 14,698","15.5","12.2","18.8","12.2 to 18.8","21,390","4,752","3,624","5,880","3,624 to 5,880","22.2","16.9","27.5","16.9 to 27.5","15,408","3,256","2,391","4,121","2,391 to 4,121","21.1","15.5","26.7","15.5 to 26.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,420","$45,501","$55,339","$45,501 to $55,339"
"2017","48","48293","Limestone County (TX)","21,919","4,192","3,353","5,031","3,353 to 5,031","19.1","15.3","22.9","15.3 to 22.9","5,264","1,513","1,170","1,856","1,170 to 1,856","28.7","22.2","35.2","22.2 to 35.2","3,734","1,028","756","1,300","756 to 1,300","27.5","20.2","34.8","20.2 to 34.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,434","$37,832","$45,036","$37,832 to $45,036"
"2017","48","48295","Lipscomb County (TX)","3,331","448","345","551","345 to 551","13.4","10.3","16.5","10.3 to 16.5","883","169","126","212","126 to 212","19.1","14.3","23.9","14.3 to 23.9","674","120","87","153","87 to 153","17.8","13.0","22.6","13.0 to 22.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,091","$48,206","$59,976","$48,206 to $59,976"
"2017","48","48297","Live Oak County (TX)","11,031","1,922","1,504","2,340","1,504 to 2,340","17.4","13.6","21.2","13.6 to 21.2","2,432","611","472","750","472 to 750","25.1","19.4","30.8","19.4 to 30.8","1,745","421","315","527","315 to 527","24.1","18.0","30.2","18.0 to 30.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,430","$45,131","$55,729","$45,131 to $55,729"
"2017","48","48299","Llano County (TX)","20,994","2,704","2,086","3,322","2,086 to 3,322","12.9","10.0","15.8","10.0 to 15.8","3,219","820","619","1,021","619 to 1,021","25.5","19.2","31.8","19.2 to 31.8","2,308","572","417","727","417 to 727","24.8","18.1","31.5","18.1 to 31.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,078","$45,788","$56,368","$45,788 to $56,368"
"2017","48","48301","Loving County (TX)","134","13","10","16","10 to 16","9.7","7.2","12.2","7.2 to 12.2","46","11","8","14","8 to 14","23.9","16.4","31.4","16.4 to 31.4","37","6","4","8","4 to 8","16.2","10.0","22.4","10.0 to 22.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$65,203","$57,665","$72,741","$57,665 to $72,741"
"2017","48","48303","Lubbock County (TX)","293,522","55,533","50,134","60,932","50,134 to 60,932","18.9","17.1","20.7","17.1 to 20.7","72,259","16,150","13,356","18,944","13,356 to 18,944","22.4","18.5","26.3","18.5 to 26.3","51,813","11,205","9,196","13,214","9,196 to 13,214","21.6","17.7","25.5","17.7 to 25.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,460","$44,456","$50,464","$44,456 to $50,464"
"2017","48","48305","Lynn County (TX)","5,800","1,047","801","1,293","801 to 1,293","18.1","13.9","22.3","13.9 to 22.3","1,539","433","322","544","322 to 544","28.1","20.9","35.3","20.9 to 35.3","1,134","306","222","390","222 to 390","27.0","19.6","34.4","19.6 to 34.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,567","$40,094","$49,040","$40,094 to $49,040"
"2017","48","48307","McCulloch County (TX)","7,827","1,515","1,176","1,854","1,176 to 1,854","19.4","15.1","23.7","15.1 to 23.7","1,729","509","382","636","382 to 636","29.4","22.1","36.7","22.1 to 36.7","1,285","345","252","438","252 to 438","26.8","19.6","34.0","19.6 to 34.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,157","$35,830","$44,484","$35,830 to $44,484"
"2017","48","48309","McLennan County (TX)","242,387","42,008","37,265","46,751","37,265 to 46,751","17.3","15.3","19.3","15.3 to 19.3","60,816","13,703","11,589","15,817","11,589 to 15,817","22.5","19.0","26.0","19.0 to 26.0","43,368","9,104","7,438","10,770","7,438 to 10,770","21.0","17.2","24.8","17.2 to 24.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,306","$44,700","$49,912","$44,700 to $49,912"
"2017","48","48311","McMullen County (TX)","769","89","68","110","68 to 110","11.6","8.9","14.3","8.9 to 14.3","145","24","18","30","18 to 30","16.6","12.4","20.8","12.4 to 20.8","117","17","12","22","12 to 22","14.5","10.4","18.6","10.4 to 18.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$68,133","$61,733","$74,533","$61,733 to $74,533"
"2017","48","48313","Madison County (TX)","11,654","2,136","1,619","2,653","1,619 to 2,653","18.3","13.9","22.7","13.9 to 22.7","2,964","718","532","904","532 to 904","24.2","17.9","30.5","17.9 to 30.5","2,187","507","366","648","366 to 648","23.2","16.8","29.6","16.8 to 29.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,058","$37,705","$46,411","$37,705 to $46,411"
"2017","48","48315","Marion County (TX)","9,925","2,263","1,739","2,787","1,739 to 2,787","22.8","17.5","28.1","17.5 to 28.1","1,859","692","519","865","519 to 865","37.2","27.9","46.5","27.9 to 46.5","1,384","496","364","628","364 to 628","35.8","26.3","45.3","26.3 to 45.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,936","$33,150","$40,722","$33,150 to $40,722"
"2017","48","48317","Martin County (TX)","5,571","743","564","922","564 to 922","13.3","10.1","16.5","10.1 to 16.5","1,744","356","265","447","265 to 447","20.4","15.2","25.6","15.2 to 25.6","1,245","239","173","305","173 to 305","19.2","13.9","24.5","13.9 to 24.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$59,907","$53,339","$66,475","$53,339 to $66,475"
"2017","48","48319","Mason County (TX)","4,212","527","405","649","405 to 649","12.5","9.6","15.4","9.6 to 15.4","870","184","137","231","137 to 231","21.1","15.7","26.5","15.7 to 26.5","651","131","95","167","95 to 167","20.1","14.5","25.7","14.5 to 25.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,213","$41,982","$52,444","$41,982 to $52,444"
"2017","48","48321","Matagorda County (TX)","36,387","6,540","5,265","7,815","5,265 to 7,815","18.0","14.5","21.5","14.5 to 21.5","9,347","2,470","1,924","3,016","1,924 to 3,016","26.4","20.6","32.2","20.6 to 32.2","6,712","1,682","1,281","2,083","1,281 to 2,083","25.1","19.1","31.1","19.1 to 31.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,801","$41,894","$51,708","$41,894 to $51,708"
"2017","48","48323","Maverick County (TX)","57,150","15,411","12,979","17,843","12,979 to 17,843","27.0","22.7","31.3","22.7 to 31.3","18,335","6,100","4,678","7,522","4,678 to 7,522","33.3","25.5","41.1","25.5 to 41.1","12,927","4,223","3,099","5,347","3,099 to 5,347","32.7","24.0","41.4","24.0 to 41.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$33,507","$30,157","$36,857","$30,157 to $36,857"
"2017","48","48325","Medina County (TX)","47,710","7,031","5,520","8,542","5,520 to 8,542","14.7","11.5","17.9","11.5 to 17.9","11,544","2,500","1,908","3,092","1,908 to 3,092","21.7","16.6","26.8","16.6 to 26.8","8,613","1,725","1,269","2,181","1,269 to 2,181","20.0","14.7","25.3","14.7 to 25.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$56,173","$51,638","$60,708","$51,638 to $60,708"
"2017","48","48327","Menard County (TX)","2,086","430","328","532","328 to 532","20.6","15.7","25.5","15.7 to 25.5","364","132","98","166","98 to 166","36.3","26.9","45.7","26.9 to 45.7","277","97","70","124","70 to 124","35.0","25.2","44.8","25.2 to 44.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$34,033","$30,231","$37,835","$30,231 to $37,835"
"2017","48","48329","Midland County (TX)","163,597","17,528","14,482","20,574","14,482 to 20,574","10.7","8.8","12.6","8.8 to 12.6","46,331","7,168","5,702","8,634","5,702 to 8,634","15.5","12.3","18.7","12.3 to 18.7","31,886","4,822","3,693","5,951","3,693 to 5,951","15.1","11.6","18.6","11.6 to 18.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$76,307","$70,595","$82,019","$70,595 to $82,019"
"2017","48","48331","Milam County (TX)","24,554","4,744","3,891","5,597","3,891 to 5,597","19.3","15.8","22.8","15.8 to 22.8","6,060","1,978","1,635","2,321","1,635 to 2,321","32.6","26.9","38.3","26.9 to 38.3","4,460","1,424","1,156","1,692","1,156 to 1,692","31.9","25.9","37.9","25.9 to 37.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,855","$40,788","$48,922","$40,788 to $48,922"
"2017","48","48333","Mills County (TX)","4,765","754","591","917","591 to 917","15.8","12.4","19.2","12.4 to 19.2","959","218","162","274","162 to 274","22.7","16.9","28.5","16.9 to 28.5","722","147","106","188","106 to 188","20.4","14.8","26.0","14.8 to 26.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,463","$37,742","$47,184","$37,742 to $47,184"
"2017","48","48335","Mitchell County (TX)","6,783","1,400","1,055","1,745","1,055 to 1,745","20.6","15.5","25.7","15.5 to 25.7","1,771","469","348","590","348 to 590","26.5","19.7","33.3","19.7 to 33.3","1,280","334","242","426","242 to 426","26.1","18.9","33.3","18.9 to 33.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,512","$37,369","$45,655","$37,369 to $45,655"
"2017","48","48337","Montague County (TX)","19,286","2,952","2,355","3,549","2,355 to 3,549","15.3","12.2","18.4","12.2 to 18.4","4,374","973","729","1,217","729 to 1,217","22.2","16.6","27.8","16.6 to 27.8","3,210","668","485","851","485 to 851","20.8","15.1","26.5","15.1 to 26.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,590","$42,980","$52,200","$42,980 to $52,200"
"2017","48","48339","Montgomery County (TX)","566,099","50,397","43,697","57,097","43,697 to 57,097","8.9","7.7","10.1","7.7 to 10.1","149,407","18,622","15,215","22,029","15,215 to 22,029","12.5","10.2","14.8","10.2 to 14.8","110,474","13,154","10,551","15,757","10,551 to 15,757","11.9","9.5","14.3","9.5 to 14.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$77,149","$74,591","$79,707","$74,591 to $79,707"
"2017","48","48341","Moore County (TX)","21,895","2,551","1,941","3,161","1,941 to 3,161","11.7","8.9","14.5","8.9 to 14.5","6,999","1,171","870","1,472","870 to 1,472","16.7","12.4","21.0","12.4 to 21.0","4,811","816","592","1,040","592 to 1,040","17.0","12.3","21.7","12.3 to 21.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,444","$47,093","$55,795","$47,093 to $55,795"
